L,J,V0,T,λ
20,0,0.15848931924611134,0.001,0.00041736930965163843
20,0,0.19008479046983878,0.001,0.0005005735285573163
20,0,0.2279789435643566,0.001,0.0006122066926712675
20,0,0.27342744561652343,0.001,0.0007511042890984014
20,0,0.3279362859020881,0.001,0.000925007456897046
20,0,0.3933116786018691,0.001,0.0011657494176643142
20,0,0.4717199138213297,0.001,0.0014644893103083704
20,0,0.5657591401470917,0.001,0.0018568314603874384
20,0,0.6785454573393577,0.001,0.002428063545739251
20,0,0.8138161719423083,0.001,0.003224164233857237
20,0,0.9760536373079002,0.001,0.004339672063386448
20,0,1.1706337816171068,0.001,0.006063625505853772
20,0,1.404004245548316,0.001,0.008782644031649163
20,0,1.6838980323928916,0.001,0.012954731709853808
20,0,2.0195897501643794,0.001,0.019261537103156114
20,0,2.42220293658337,0.001,0.028126261510925343
20,0,2.9050786505108603,0.001,0.03995349441450855
20,0,3.4842175435383975,0.001,0.05509295263888564
20,0,4.1788100602942215,0.001,0.07392619660248304
20,0,5.011872336272722,0.001,0.09684968396539775
20,0,0.15848931924611134,0.0014384498882876629,0.0004166838810110876
20,0,0.19008479046983878,0.0014384498882876629,0.0004997514570124269
20,0,0.2279789435643566,0.0014384498882876629,0.0005993788820916687
20,0,0.27342744561652343,0.0014384498882876629,0.0007508795134784642
20,0,0.3279362859020881,0.0014384498882876629,0.0009247594182048417
20,0,0.3933116786018691,0.0014384498882876629,0.0011656806474976834
20,0,0.4717199138213297,0.0014384498882876629,0.0014643731675790831
20,0,0.5657591401470917,0.0014384498882876629,0.001856635432225037
20,0,0.6785454573393577,0.0014384498882876629,0.00242795570538744
20,0,0.8138161719423083,0.0014384498882876629,0.0032240857433664333
20,0,0.9760536373079002,0.0014384498882876629,0.004339504940671787
20,0,1.1706337816171068,0.0014384498882876629,0.006063461382503401
20,0,1.404004245548316,0.0014384498882876629,0.008782548757865372
20,0,1.6838980323928916,0.0014384498882876629,0.012954621468659708
20,0,2.0195897501643794,0.0014384498882876629,0.019261439276953264
20,0,2.42220293658337,0.0014384498882876629,0.028126150477926767
20,0,2.9050786505108603,0.0014384498882876629,0.03995340194593006
20,0,3.4842175435383975,0.0014384498882876629,0.05509289302078774
20,0,4.1788100602942215,0.0014384498882876629,0.0739261664664798
20,0,5.011872336272722,0.0014384498882876629,0.09684964459325944
20,0,0.15848931924611134,0.00206913808111479,0.00041145599217863127
20,0,0.19008479046983878,0.00206913808111479,0.0004934813679108773
20,0,0.2279789435643566,0.00206913808111479,0.0005918588259846416
20,0,0.27342744561652343,0.00206913808111479,0.0007483115519787197
20,0,0.3279362859020881,0.00206913808111479,0.0009225351131791361
20,0,0.3933116786018691,0.00206913808111479,0.00116511017981902
20,0,0.4717199138213297,0.00206913808111479,0.001463480848876842
20,0,0.5657591401470917,0.00206913808111479,0.0018551389329013173
20,0,0.6785454573393577,0.00206913808111479,0.0024271325406871763
20,0,0.8138161719423083,0.00206913808111479,0.0032234864123254032
20,0,0.9760536373079002,0.00206913808111479,0.004338228322860685
20,0,1.1706337816171068,0.00206913808111479,0.006062207027073928
20,0,1.404004245548316,0.00206913808111479,0.008781820139627534
20,0,1.6838980323928916,0.00206913808111479,0.012953777715993885
20,0,2.0195897501643794,0.00206913808111479,0.01926068978251956
20,0,2.42220293658337,0.00206913808111479,0.028125298857516186
20,0,2.9050786505108603,0.00206913808111479,0.03995269194748172
20,0,3.4842175435383975,0.00206913808111479,0.05509243479347482
20,0,4.1788100602942215,0.00206913808111479,0.07392593461688927
20,0,5.011872336272722,0.00206913808111479,0.09684934140421954
20,0,0.15848931924611134,0.002976351441631319,0.00035819344715732455
20,0,0.19008479046983878,0.002976351441631319,0.0004702994509847012
20,0,0.2279789435643566,0.002976351441631319,0.0005640555024385379
20,0,0.27342744561652343,0.002976351441631319,0.0007313434750380925
20,0,0.3279362859020881,0.002976351441631319,0.0009095731446112795
20,0,0.3933116786018691,0.002976351441631319,0.0011617419786052563
20,0,0.4717199138213297,0.002976351441631319,0.001459817010702357
20,0,0.5657591401470917,0.002976351441631319,0.001849514297924502
20,0,0.6785454573393577,0.002976351441631319,0.0024240742914535198
20,0,0.8138161719423083,0.002976351441631319,0.0032212599934366946
20,0,0.9760536373079002,0.002976351441631319,0.004333478436176807
20,0,1.1706337816171068,0.002976351441631319,0.00610611540837826
20,0,1.404004245548316,0.002976351441631319,0.008779095983460246
20,0,1.6838980323928916,0.002976351441631319,0.012950612513867397
20,0,2.0195897501643794,0.002976351441631319,0.01925786607487704
20,0,2.42220293658337,0.002976351441631319,0.028173919993214912
20,0,2.9050786505108603,0.002976351441631319,0.039949992168613085
20,0,3.4842175435383975,0.002976351441631319,0.05509068487423005
20,0,4.1788100602942215,0.002976351441631319,0.07392504557582558
20,0,5.011872336272722,0.002976351441631319,0.09684817418321998
20,0,0.15848931924611134,0.004281332398719396,0.0002828637602393025
20,0,0.19008479046983878,0.004281332398719396,0.0004209717977658664
20,0,0.2279789435643566,0.004281332398719396,0.0005048941868932876
20,0,0.27342744561652343,0.004281332398719396,0.0006625331460115836
20,0,0.3279362859020881,0.004281332398719396,0.0008942557505999964
20,0,0.3933116786018691,0.004281332398719396,0.0011408421354208317
20,0,0.4717199138213297,0.004281332398719396,0.0014452351049076143
20,0,0.5657591401470917,0.004281332398719396,0.0018728392505075067
20,0,0.6785454573393577,0.004281332398719396,0.0024171118835932875
20,0,0.8138161719423083,0.004281332398719396,0.003216417286049003
20,0,0.9760536373079002,0.004281332398719396,0.00437099460699366
20,0,1.1706337816171068,0.004281332398719396,0.006101233969534983
20,0,1.404004245548316,0.004281332398719396,0.008773135324547682
20,0,1.6838980323928916,0.004281332398719396,0.012943627189977247
20,0,2.0195897501643794,0.004281332398719396,0.01925156542341365
20,0,2.42220293658337,0.004281332398719396,0.028170262114329603
20,0,2.9050786505108603,0.004281332398719396,0.039992911143102536
20,0,3.4842175435383975,0.004281332398719396,0.05508664109747036
20,0,4.1788100602942215,0.004281332398719396,0.07392296908700188
20,0,5.011872336272722,0.004281332398719396,0.09684541938663341
20,0,0.15848931924611134,0.00615848211066026,0.00012879566565281747
20,0,0.19008479046983878,0.00615848211066026,0.0002677602500775087
20,0,0.2279789435643566,0.00615848211066026,0.0004220769692760507
20,0,0.27342744561652343,0.00615848211066026,0.0005062196787052652
20,0,0.3279362859020881,0.00615848211066026,0.0006914231631030551
20,0,0.3933116786018691,0.00615848211066026,0.0010800153680297286
20,0,0.4717199138213297,0.00615848211066026,0.0014264017491427965
20,0,0.5657591401470917,0.00615848211066026,0.0018496502973308132
20,0,0.6785454573393577,0.00615848211066026,0.002433228541788152
20,0,0.8138161719423083,0.00615848211066026,0.003207613844739808
20,0,0.9760536373079002,0.00615848211066026,0.004364135160499544
20,0,1.1706337816171068,0.00615848211066026,0.00609401519324247
20,0,1.404004245548316,0.00615848211066026,0.008764357699859072
20,0,1.6838980323928916,0.00615848211066026,0.012933221736670686
20,0,2.0195897501643794,0.00615848211066026,0.019242001998059713
20,0,2.42220293658337,0.00615848211066026,0.028164589241506985
20,0,2.9050786505108603,0.00615848211066026,0.039988440660884444
20,0,3.4842175435383975,0.00615848211066026,0.05508010808920856
20,0,4.1788100602942215,0.00615848211066026,0.07391954915909758
20,0,5.011872336272722,0.00615848211066026,0.09684079536978304
20,0,0.15848931924611134,0.008858667904100823,5.8584115789918235e-5
20,0,0.19008479046983878,0.008858667904100823,9.975681910860371e-5
20,0,0.2279789435643566,0.008858667904100823,0.00016848052731944125
20,0,0.27342744561652343,0.008858667904100823,0.0004027182139662183
20,0,0.3279362859020881,0.008858667904100823,0.0004830016791307186
20,0,0.3933116786018691,0.008858667904100823,0.0005792899698911139
20,0,0.4717199138213297,0.008858667904100823,0.0012739208277049987
20,0,0.5657591401470917,0.008858667904100823,0.0017836303945516299
20,0,0.6785454573393577,0.008858667904100823,0.002388721360145045
20,0,0.8138161719423083,0.008858667904100823,0.0032183888947053536
20,0,0.9760536373079002,0.008858667904100823,0.004349873540616026
20,0,1.1706337816171068,0.008858667904100823,0.0060829918221710945
20,0,1.404004245548316,0.008858667904100823,0.008753075930104897
20,0,1.6838980323928916,0.008858667904100823,0.0129775683444597
20,0,2.0195897501643794,0.008858667904100823,0.019285708365746345
20,0,2.42220293658337,0.008858667904100823,0.02815782617694178
20,0,2.9050786505108603,0.008858667904100823,0.03998297185119048
20,0,3.4842175435383975,0.008858667904100823,0.05511383352129924
20,0,4.1788100602942215,0.008858667904100823,0.0739151369873706
20,0,5.011872336272722,0.008858667904100823,0.09686545321673178
20,0,0.15848931924611134,0.012742749857031341,2.570881155261803e-5
20,0,0.19008479046983878,0.012742749857031341,4.421583933373697e-5
20,0,0.2279789435643566,0.012742749857031341,7.590702322999925e-5
20,0,0.27342744561652343,0.012742749857031341,0.00012991073713929736
20,0,0.3279362859020881,0.012742749857031341,0.00028690403378900386
20,0,0.3933116786018691,0.012742749857031341,0.0004505157605049517
20,0,0.4717199138213297,0.012742749857031341,0.0005403278551910679
20,0,0.5657591401470917,0.012742749857031341,0.0014978771994781461
20,0,0.6785454573393577,0.012742749857031341,0.002282364571289028
20,0,0.8138161719423083,0.012742749857031341,0.003174053889514821
20,0,0.9760536373079002,0.012742749857031341,0.004353639989823886
20,0,1.1706337816171068,0.012742749857031341,0.006104770685906294
20,0,1.404004245548316,0.012742749857031341,0.008786902073561835
20,0,1.6838980323928916,0.012742749857031341,0.0129669847775212
20,0,2.0195897501643794,0.012742749857031341,0.01927786960715874
20,0,2.42220293658337,0.012742749857031341,0.02815004554854401
20,0,2.9050786505108603,0.012742749857031341,0.039977036525503565
20,0,3.4842175435383975,0.012742749857031341,0.05511023868595334
20,0,4.1788100602942215,0.012742749857031341,0.07391031145009175
20,0,5.011872336272722,0.012742749857031341,0.0968633923058
20,0,0.15848931924611134,0.018329807108324356,1.1628616739122769e-5
20,0,0.19008479046983878,0.018329807108324356,2.00466884817874e-5
20,0,0.2279789435643566,0.018329807108324356,3.4544591213228235e-5
20,0,0.27342744561652343,0.018329807108324356,5.9487712693283094e-5
20,0,0.3279362859020881,0.018329807108324356,0.00010232578772234267
20,0,0.3933116786018691,0.018329807108324356,0.00017566862419545804
20,0,0.4717199138213297,0.018329807108324356,0.00042002591123900036
20,0,0.5657591401470917,0.018329807108324356,0.0005037597341546246
20,0,0.6785454573393577,0.018329807108324356,0.001652989801389598
20,0,0.8138161719423083,0.018329807108324356,0.0029434152290687037
20,0,0.9760536373079002,0.018329807108324356,0.00425547020636734
20,0,1.1706337816171068,0.018329807108324356,0.006047411585632815
20,0,1.404004245548316,0.018329807108324356,0.008759141236885875
20,0,1.6838980323928916,0.018329807108324356,0.01294548945882646
20,0,2.0195897501643794,0.018329807108324356,0.019262848596009643
20,0,2.42220293658337,0.018329807108324356,0.0281364375186621
20,0,2.9050786505108603,0.018329807108324356,0.03996808811116783
20,0,3.4842175435383975,0.018329807108324356,0.05510562181949259
20,0,4.1788100602942215,0.018329807108324356,0.07390482138023914
20,0,5.011872336272722,0.018329807108324356,0.09686118933432994
20,0,0.15848931924611134,0.026366508987303583,2.4895763554379884e-5
20,0,0.19008479046983878,0.026366508987303583,3.5805117460446047e-5
20,0,0.2279789435643566,0.026366508987303583,1.6594755655204538e-5
20,0,0.27342744561652343,0.026366508987303583,2.8616633046941058e-5
20,0,0.3279362859020881,0.026366508987303583,4.933516304146942e-5
20,0,0.3933116786018691,0.026366508987303583,8.501803361571155e-5
20,0,0.4717199138213297,0.026366508987303583,0.00014640255075074534
20,0,0.5657591401470917,0.026366508987303583,0.0003157830278586966
20,0,0.6785454573393577,0.026366508987303583,0.00047587703232223645
20,0,0.8138161719423083,0.026366508987303583,0.0005707449966260137
20,0,0.9760536373079002,0.026366508987303583,0.003931819144225105
20,0,1.1706337816171068,0.026366508987303583,0.005936415875745136
20,0,1.404004245548316,0.026366508987303583,0.008733793370994298
20,0,1.6838980323928916,0.026366508987303583,0.01296323139033319
20,0,2.0195897501643794,0.026366508987303583,0.019234631933685183
20,0,2.42220293658337,0.026366508987303583,0.02816898197316565
20,0,2.9050786505108603,0.026366508987303583,0.039951782937285796
20,0,3.4842175435383975,0.026366508987303583,0.055097137771099584
20,0,4.1788100602942215,0.026366508987303583,0.07389536586162258
20,0,5.011872336272722,0.026366508987303583,0.09685785366288004
20,0,0.15848931924611134,0.0379269019073225,1.5968658735620065e-5
20,0,0.19008479046983878,0.0379269019073225,2.2968984556234457e-5
20,0,0.2279789435643566,0.0379269019073225,3.303739397730378e-5
20,0,0.27342744561652343,0.0379269019073225,1.4676442363334853e-5
20,0,0.3279362859020881,0.0379269019073225,2.5315384023727156e-5
20,0,0.3933116786018691,0.0379269019073225,4.36620999613736e-5
20,0,0.4717199138213297,0.0379269019073225,7.529256636238383e-5
20,0,0.5657591401470917,0.0379269019073225,0.00012980003297564588
20,0,0.6785454573393577,0.0379269019073225,0.0002921349073051069
20,0,0.8138161719423083,0.0379269019073225,0.00045804410483813314
20,0,0.9760536373079002,0.0379269019073225,0.0005493570046754911
20,0,1.1706337816171068,0.0379269019073225,0.005433461591704322
20,0,1.404004245548316,0.0379269019073225,0.008616579510148577
20,0,1.6838980323928916,0.0379269019073225,0.01292889151475881
20,0,2.0195897501643794,0.0379269019073225,0.019251327399042603
20,0,2.42220293658337,0.0379269019073225,0.028145402769114522
20,0,2.9050786505108603,0.0379269019073225,0.03998389929181931
20,0,3.4842175435383975,0.0379269019073225,0.0550834430556888
20,0,4.1788100602942215,0.0379269019073225,0.07392494250830857
20,0,5.011872336272722,0.0379269019073225,0.09685186389280741
20,0,0.15848931924611134,0.0545559478116852,1.0688435359437728e-5
20,0,0.19008479046983878,0.0545559478116852,1.5374553609214226e-5
20,0,0.2279789435643566,0.0545559478116852,2.2115059316951667e-5
20,0,0.27342744561652343,0.0545559478116852,3.181044130229388e-5
20,0,0.3279362859020881,0.0545559478116852,1.3853116735621997e-5
20,0,0.3933116786018691,0.0545559478116852,2.3897711504375004e-5
20,0,0.4717199138213297,0.0545559478116852,4.1223676172173356e-5
20,0,0.5657591401470917,0.0545559478116852,7.110604958960554e-5
20,0,0.6785454573393577,0.0545559478116852,0.00012263487295155863
20,0,0.8138161719423083,0.0545559478116852,0.0002815784750203147
20,0,0.9760536373079002,0.0545559478116852,0.0004498669878673414
20,0,1.1706337816171068,0.0545559478116852,0.0005395497471679577
20,0,1.404004245548316,0.0545559478116852,0.007884826697132566
20,0,1.6838980323928916,0.0545559478116852,0.012775261807337243
20,0,2.0195897501643794,0.0545559478116852,0.01926359905218193
20,0,2.42220293658337,0.0545559478116852,0.028156171143107356
20,0,2.9050786505108603,0.0545559478116852,0.039958128265939294
20,0,3.4842175435383975,0.0545559478116852,0.055108418370221915
20,0,4.1788100602942215,0.0545559478116852,0.07391587823359995
20,0,5.011872336272722,0.0545559478116852,0.09684278657865025
20,0,0.15848931924611134,0.07847599703514611,7.4498259388535315e-6
20,0,0.19008479046983878,0.07847599703514611,1.071615193558948e-5
20,0,0.2279789435643566,0.07847599703514611,1.541454543690989e-5
20,0,0.27342744561652343,0.07847599703514611,2.2172839873094303e-5
20,0,0.3279362859020881,0.07847599703514611,3.189408187398843e-5
20,0,0.3933116786018691,0.07847599703514611,1.3901892178346129e-5
20,0,0.4717199138213297,0.07847599703514611,2.3982858668440528e-5
20,0,0.5657591401470917,0.07847599703514611,4.137324979365138e-5
20,0,0.6785454573393577,0.07847599703514611,7.137144065064104e-5
20,0,0.8138161719423083,0.07847599703514611,0.00012311345527607893
20,0,0.9760536373079002,0.07847599703514611,0.00028243930723295235
20,0,1.1706337816171068,0.07847599703514611,0.0004506385766920704
20,0,1.404004245548316,0.07847599703514611,0.0005404751552697473
20,0,1.6838980323928916,0.07847599703514611,0.011868616034425607
20,0,2.0195897501643794,0.07847599703514611,0.019038229106819005
20,0,2.42220293658337,0.07847599703514611,0.02811451652517741
20,0,2.9050786505108603,0.07847599703514611,0.03996873601367538
20,0,3.4842175435383975,0.07847599703514611,0.05508744382283035
20,0,4.1788100602942215,0.07847599703514611,0.07389866316436844
20,0,5.011872336272722,0.07847599703514611,0.09686311199417584
20,0,0.15848931924611134,0.11288378916846892,5.35274462109569e-6
20,0,0.19008479046983878,0.11288378916846892,7.699642914014535e-6
20,0,0.2279789435643566,0.11288378916846892,1.1075525684398463e-5
20,0,0.27342744561652343,0.11288378916846892,1.593153735879166e-5
